route_id,agency_id,route_short_name,route_long_name,route_type,route_url,route_color,route_text_color
5257707138,0,BlaBlaCar Bus,Nice - Airport > Cannes > Marseille - St-Charles Bus station > Marseille - Marseille Provence Airport > Montpellier > Toulouse > Bordeaux City Centre,3,"",f25455,ffffff
5545788714,0,BlaBlaCar Bus,Nice - Airport > Cannes > Marseille - St-Charles Bus station > Marseille - Marseille Provence Airport > Montpellier > Toulouse > Bordeaux City Centre,3,"",f25455,ffffff
6381477590,0,BlaBlaCar Bus,Nice - Airport > Cannes > Marseille - St-Charles Bus station > Marseille - Marseille Provence Airport > Montpellier > Toulouse > Bordeaux City Centre,3,"",f25455,ffffff
3469511134,0,BlaBlaCar Bus,Nice - Airport > Cannes > Marseille - St-Charles Bus station > Marseille - Marseille Provence Airport > Montpellier > Toulouse > Bordeaux City Centre,3,"",f25455,ffffff
0608257100,0,BlaBlaCar Bus,Nice - Airport > Cannes > Marseille - St-Charles Bus station > Marseille - Marseille Provence Airport > Montpellier > Toulouse > Bordeaux City Centre,3,"",f25455,ffffff
5309550400,0,BlaBlaCar Bus,Nice - Airport > Cannes > Marseille - St-Charles Bus station > Marseille - Marseille Provence Airport > Montpellier > Toulouse > Bordeaux City Centre,3,"",f25455,ffffff
0018372132,0,BlaBlaCar Bus,Nice - Airport > Cannes > Marseille - St-Charles Bus station > Marseille - Marseille Provence Airport > Montpellier > Béziers > Toulouse > Montauban Sud > Bordeaux City Centre,3,"",f25455,ffffff
6964180548,0,BlaBlaCar Bus,Nice - Airport > Cannes > Marseille - St-Charles Bus station > Marseille - Marseille Provence Airport > Montpellier > Béziers > Toulouse > Montauban Sud > Bordeaux City Centre,3,"",f25455,ffffff
8277155792,0,BlaBlaCar Bus,Nice - Airport > Cannes > Marseille - St-Charles Bus station > Marseille - Marseille Provence Airport > Montpellier > Béziers > Toulouse > Montauban Sud > Bordeaux City Centre,3,"",f25455,ffffff
5466042280,0,BlaBlaCar Bus,Nice - Airport > Cannes > Marseille - St-Charles Bus station > Marseille - Marseille Provence Airport > Montpellier > Béziers > Toulouse > Montauban Sud > Bordeaux City Centre,3,"",f25455,ffffff
1623778156,0,BlaBlaCar Bus,Toulouse > Bordeaux City Centre > Nantes > Rennes,3,"",f25455,ffffff
8870176220,0,BlaBlaCar Bus,Toulouse > Bordeaux City Centre > Nantes > Rennes,3,"",f25455,ffffff
6699312820,0,BlaBlaCar Bus,Toulouse > Bordeaux City Centre > Nantes > Rennes,3,"",f25455,ffffff
9375770413,0,BlaBlaCar Bus,Toulouse > Bordeaux City Centre > Nantes > Rennes,3,"",f25455,ffffff
5644644882,0,BlaBlaCar Bus,Toulouse > Bordeaux City Centre > Nantes > Rennes,3,"",f25455,ffffff
4004729661,0,BlaBlaCar Bus,Toulouse > Bordeaux City Centre > Nantes > Rennes,3,"",f25455,ffffff
0496087755,0,BlaBlaCar Bus,Toulouse > Bordeaux City Centre > Nantes > Rennes,3,"",f25455,ffffff
7032953691,0,BlaBlaCar Bus,Toulouse > Bordeaux City Centre > Nantes > Rennes,3,"",f25455,ffffff
6352074194,0,BlaBlaCar Bus,Toulouse > Bordeaux City Centre > Nantes > Rennes,3,"",f25455,ffffff
5912397097,0,BlaBlaCar Bus,Toulouse > Bordeaux City Centre > Nantes > Rennes,3,"",f25455,ffffff
3854313533,0,BlaBlaCar Bus,Marseille - St-Charles Bus station > Marseille - Marseille Provence Airport > Montpellier > Toulouse > Bordeaux City Centre,3,"",f25455,ffffff
4364942602,0,BlaBlaCar Bus,Marseille - St-Charles Bus station > Marseille - Marseille Provence Airport > Montpellier > Toulouse > Bordeaux City Centre,3,"",f25455,ffffff
5612139737,0,BlaBlaCar Bus,Marseille - St-Charles Bus station > Marseille - Marseille Provence Airport > Montpellier > Toulouse > Bordeaux City Centre,3,"",f25455,ffffff
2036411978,0,BlaBlaCar Bus,Bordeaux City Centre > Toulouse > Montpellier > Marseille - Marseille Provence Airport > Marseille - St-Charles Bus station,3,"",f25455,ffffff
1321191248,0,BlaBlaCar Bus,Bordeaux City Centre > Toulouse > Montpellier > Marseille - Marseille Provence Airport > Marseille - St-Charles Bus station,3,"",f25455,ffffff
0139187704,0,BlaBlaCar Bus,Bordeaux City Centre > Toulouse > Montpellier > Marseille - Marseille Provence Airport > Marseille - St-Charles Bus station,3,"",f25455,ffffff
8540611552,0,BlaBlaCar Bus,Bordeaux City Centre > Toulouse > Montpellier > Marseille - Marseille Provence Airport > Marseille - St-Charles Bus station,3,"",f25455,ffffff
7604595359,0,BlaBlaCar Bus,Marseille - St-Charles Bus station > Marseille - Marseille Provence Airport > Montpellier > Béziers > Toulouse > Montauban Sud > Bordeaux City Centre,3,"",f25455,ffffff
4747198764,0,BlaBlaCar Bus,Marseille - St-Charles Bus station > Marseille - Marseille Provence Airport > Montpellier > Béziers > Toulouse > Montauban Sud > Bordeaux City Centre,3,"",f25455,ffffff
7320218525,0,BlaBlaCar Bus,Marseille - St-Charles Bus station > Marseille - Marseille Provence Airport > Montpellier > Béziers > Toulouse > Montauban Sud > Bordeaux City Centre,3,"",f25455,ffffff
7788628629,0,BlaBlaCar Bus,Bordeaux City Centre > Montauban Sud > Toulouse > Béziers > Montpellier > Marseille - Marseille Provence Airport > Marseille - St-Charles Bus station,3,"",f25455,ffffff
1381412261,0,BlaBlaCar Bus,Bordeaux City Centre > Montauban Sud > Toulouse > Béziers > Montpellier > Marseille - Marseille Provence Airport > Marseille - St-Charles Bus station,3,"",f25455,ffffff
2320669422,0,BlaBlaCar Bus,Bordeaux City Centre > Montauban Sud > Toulouse > Béziers > Montpellier > Marseille - Marseille Provence Airport > Marseille - St-Charles Bus station,3,"",f25455,ffffff
