service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
9930876948,1,1,1,1,1,1,1,20260328,20260328
1668116722,1,1,1,1,1,1,1,20260330,20260929
9667054360,0,0,0,0,1,0,1,20251203,20251214
3400199764,1,1,1,1,1,1,1,20251215,20251221
2234703226,1,1,1,1,1,1,1,20251222,20260104
8496017707,1,1,1,1,1,1,1,20260105,20260215
8023210528,1,1,1,1,1,1,1,20260216,20260308
1043633826,1,1,1,1,1,1,1,20260309,20260329
4467477866,1,1,1,1,1,1,1,20260330,20260405
7860485695,1,1,1,1,1,1,1,20260406,20260412
9984414199,1,1,1,1,1,1,1,20260413,20260503
4990575650,1,1,1,1,1,1,1,20260504,20260510
1524118531,1,1,1,1,1,1,1,20260511,20260517
8175446034,1,1,1,1,1,1,1,20260518,20260628
8254846785,1,1,1,1,1,1,1,20260629,20260929
5212711876,1,1,1,1,1,1,1,20251203,20251221
2641842122,1,1,1,1,1,1,1,20251222,20260104
0370007744,1,1,1,1,1,1,1,20260105,20260329
2761582439,1,1,1,1,1,1,1,20251219,20251219
3076653996,1,1,1,1,1,1,1,20251220,20251220
6460989043,1,1,1,1,1,1,1,20251221,20251221
9421685520,1,1,1,1,1,1,1,20251222,20251222
8912875456,1,1,1,1,1,1,1,20251223,20251224
2763813114,1,1,1,1,1,1,1,20251230,20251231
5797883763,1,1,1,1,1,1,1,20251225,20251226
5666778213,1,1,1,1,1,1,1,20251227,20251227
4674050149,1,1,1,1,1,1,1,20251228,20251228
7873223960,1,1,1,1,1,1,1,20251229,20251229
3207821671,1,1,1,1,1,1,1,20260101,20260102
5141035556,1,1,1,1,1,1,1,20260103,20260103
4255790547,1,1,1,1,1,1,1,20260104,20260104
7224039746,1,1,1,1,1,1,1,20251220,20251221
8499848131,1,1,1,1,1,1,1,20251222,20251223
4573434881,1,1,1,1,1,1,1,20251224,20251225
0560236979,1,1,1,1,1,1,1,20251226,20251228
7922351393,1,1,1,1,1,1,1,20251229,20260104
8467741044,1,1,1,1,1,1,1,20260105,20260105
0776050112,1,1,1,1,1,1,1,20251203,20251214
3480139948,1,1,1,1,1,1,1,20251203,20251213
6826460255,0,0,0,0,0,0,1,20251203,20251214
1635932582,0,0,0,0,0,0,1,20251215,20251221
1435063554,1,0,0,0,0,0,0,20251203,20251215
9511032613,1,1,0,0,1,1,1,20251203,20251215
2610075280,1,1,1,1,1,1,1,20251203,20251221
3098144616,1,1,1,1,1,1,1,20251222,20260104
2820182412,1,1,1,1,1,1,1,20260105,20260215
4126289031,1,1,1,1,1,1,1,20260216,20260329
1549594782,1,1,1,1,1,1,1,20260330,20260929
4317794974,1,1,1,1,1,1,1,20251203,20251214
6923462903,1,1,1,1,1,1,1,20251215,20260329
