trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
4911549755,18:00:00,18:05:00,XLZ,2,0,0,58
4911549755,18:35:00,18:40:00,STG,3,0,0,92
4911549755,20:20:00,20:30:00,XTS,4,0,0,189
4911549755,21:35:00,21:45:00,XMW,5,0,0,238
4911549755,23:30:00,23:40:00,XBE,6,0,0,395
4911549755,30:00:00,30:00:00,XPB,7,0,0,871
1075502770,17:00:00,17:00:00,XLU,1,0,0,0
1075502770,18:00:00,18:05:00,XLZ,2,0,0,58
1075502770,18:35:00,18:40:00,STG,3,0,0,92
1075502770,20:20:00,20:30:00,XTS,4,0,0,189
1075502770,21:35:00,21:45:00,XMW,5,0,0,238
1075502770,23:30:00,23:40:00,XBE,6,0,0,395
1075502770,30:00:00,30:00:00,XPB,7,0,0,871
8979387959,17:00:00,17:00:00,XLU,1,0,0,0
8979387959,18:00:00,18:05:00,XLZ,2,0,0,58
8979387959,18:35:00,18:40:00,STG,3,0,0,92
8979387959,20:20:00,20:30:00,XTS,4,0,0,189
8979387959,21:35:00,21:45:00,XMW,5,0,0,238
8979387959,23:30:00,23:40:00,XBE,6,0,0,395
8979387959,30:00:00,30:00:00,XPB,7,0,0,871
8540752790,17:00:00,17:00:00,XLU,1,0,0,0
8540752790,18:00:00,18:05:00,XLZ,2,0,0,58
8540752790,18:35:00,18:40:00,STG,3,0,0,92
8540752790,20:20:00,20:30:00,XTS,4,0,0,189
8540752790,21:35:00,21:45:00,XMW,5,0,0,238
8540752790,23:30:00,23:40:00,XBE,6,0,0,395
8540752790,30:00:00,30:00:00,XPB,7,0,0,871
4355326285,17:00:00,17:00:00,XLU,1,0,0,0
4355326285,18:00:00,18:05:00,XLZ,2,0,0,58
4355326285,18:35:00,18:40:00,STG,3,0,0,92
4355326285,20:20:00,20:30:00,XTS,4,0,0,189
4355326285,21:35:00,21:45:00,XMW,5,0,0,238
4355326285,23:30:00,23:40:00,XBE,6,0,0,395
4355326285,30:00:00,30:00:00,XPB,7,0,0,871
4722444902,40:00:00,40:00:00,XLU,1,0,0,0
4722444902,41:00:00,41:05:00,XLZ,2,0,0,58
4722444902,41:35:00,41:40:00,STG,3,0,0,92
4722444902,43:20:00,43:30:00,XTS,4,0,0,189
4722444902,44:35:00,44:45:00,XMW,5,0,0,238
4722444902,46:30:00,46:40:00,XBE,6,0,0,395
4722444902,53:00:00,53:00:00,XPB,7,0,0,871
4768056171,16:00:00,16:00:00,XPB,1,0,0,0
4768056171,20:30:00,20:35:00,XLS,2,0,0,388
4768056171,24:30:00,24:30:00,XTS,3,0,0,682
8574146837,16:00:00,16:00:00,XPB,1,0,0,0
8574146837,20:30:00,20:35:00,XLS,2,0,0,388
8574146837,24:30:00,24:30:00,XTS,3,0,0,682
0145722372,16:00:00,16:00:00,XPB,1,0,0,0
0145722372,20:30:00,20:35:00,XLS,2,0,0,388
0145722372,24:30:00,24:30:00,XTS,3,0,0,682
6610929459,16:00:00,16:00:00,XPB,1,0,0,0
6610929459,20:30:00,20:35:00,XLS,2,0,0,388
6610929459,24:30:00,24:30:00,XTS,3,0,0,682
6482854791,16:00:00,16:00:00,XPB,1,0,0,0
6482854791,20:30:00,20:35:00,XLS,2,0,0,388
6482854791,24:30:00,24:30:00,XTS,3,0,0,682
6922257727,16:00:00,16:00:00,XPB,1,0,0,0
6922257727,20:30:00,20:35:00,XLS,2,0,0,388
6922257727,24:30:00,24:30:00,XTS,3,0,0,682
0561919063,16:00:00,16:00:00,XPB,1,0,0,0
0561919063,20:30:00,20:35:00,XLS,2,0,0,388
0561919063,24:30:00,24:30:00,XTS,3,0,0,682
