route_id,service_id,trip_id,trip_short_name,trip_headsign,wheelchair_accessible,bikes_allowed
9738165331,6098401802,6098401802,94742,XPB,1,0
9159610970,2486600755,2486600755,94742,XPB,1,0
1736300058,0984276718,0984276718,94742,XPB,1,0
9613357559,2656567015,2656567015,94742,XPB,1,0
8660532368,4633186158,4633186158,94763,FRZ,1,0
4479017665,6906000250,6906000250,94763,FRZ,1,0
3755023706,3784632549,3784632549,94763,FRZ,1,0
8019997291,7162878557,7162878557,94763,FRZ,1,0
8722828469,2077919327,2077919327,5616,ZFJ,1,0
7832182507,4874854135,4874854135,5616,ZFJ,1,0
4159389418,0512882784,0512882784,5616,ZFJ,1,0
3097985767,1305629393,1305629393,5616,ZFJ,1,0
4967212118,0755437580,0755437580,5616,ZFJ,1,0
0518799541,2793690168,2793690168,5616,ZFJ,1,0
1891485585,0226598047,0226598047,5616,ZFJ,1,0
5628430044,1986955794,1986955794,5616,ZFJ,1,0
8318224269,6003725976,6003725976,5616,ZFJ,1,0
1372419771,9139113466,9139113466,5617,XTS,1,0
4464791077,4318585890,4318585890,5617,XTS,1,0
2249192211,1224533766,1224533766,5617,XTS,1,0
8764019459,0038931066,0038931066,5617,XTS,1,0
5712335514,8925959419,8925959419,5617,XTS,1,0
4553013626,9568591052,9568591052,5617,XTS,1,0
9673116693,0339855977,0339855977,5617,XTS,1,0
9039044584,4684243691,4684243691,5617,XTS,1,0
8045311864,2624093543,2624093543,5617,XTS,1,0
8229884660,3699606394,3699606394,5617,XTS,1,0
4052704450,6805783944,6805783944,50487,NCE,1,0
1013587047,4941490672,4941490672,50487,NCE,1,0
1844909283,9817368613,9817368613,50487,NCE,1,0
6585278046,5887860001,5887860001,50487,NCE,1,0
4469322458,1392890599,1392890599,50487,NCE,1,0
0987297887,6572918836,6572918836,50487,NCE,1,0
4211921126,5045750358,5045750358,50590,XTS,1,0
3442923945,2557066425,2557066425,50590,XTS,1,0
6722836352,4281456350,4281456350,50049,XTS,1,0
7935298652,4000897347,4000897347,50049,XTS,1,0
8901035453,7612052144,7612052144,50049,XTS,1,0
5938551533,1175265953,1175265953,50049,XTS,1,0
2270812080,3294966477,3294966477,50049,XTS,1,0
7085487527,1053990852,1053990852,50049,XTS,1,0
5604587132,1729941699,1729941699,50049,XTS,1,0
8854121690,9696568312,9696568312,50049,XTS,1,0
8138934948,9640689638,9640689638,50049,XTS,1,0
5431686977,7270937097,7270937097,50050,XPB,1,0
3007939766,4850175840,4850175840,50050,XPB,1,0
4910163903,4551253667,4551253667,50050,XPB,1,0
5827498022,7011470101,7011470101,50050,XPB,1,0
2293491299,1800462264,1800462264,50050,XPB,1,0
2663814458,0672245943,0672245943,50050,XPB,1,0
6758308663,0624710836,0624710836,50050,XPB,1,0
2621139995,7919740365,7919740365,50050,XPB,1,0
5124618971,4082297060,4082297060,50050,XPB,1,0
5166748060,9856833811,9856833811,50489,NCE,1,0
0084681480,6943272586,6943272586,50489,NCE,1,0
5180322885,2151661188,2151661188,50489,NCE,1,0
7789683739,5947876445,5947876445,50489,NCE,1,0
8385895071,9946724916,9946724916,50489,NCE,1,0
8385895071,2536710724,2536710724,50489,NCE,1,0
9164548210,0101487599,0101487599,50489,NCE,1,0
6878549383,8153892308,8153892308,50591,NCE,1,0
5965855813,3638773964,3638773964,50591,NCE,1,0
4406672985,0620730944,0620730944,5787,XLU,1,0
0822755744,8178883599,8178883599,5787,XLU,1,0
3334159472,2286774461,2286774461,5787,XLU,1,0
1767115128,4657534246,4657534246,5787,XLU,1,0
5321022853,9434655858,9434655858,5787,XLU,1,0
2921263773,1304572602,1304572602,5787,XLU,1,0
4795428866,8862216442,8862216442,5787,XLU,1,0
9665859504,2025358015,2025358015,5787,XLU,1,0
8233827847,3130774192,3130774192,5787,XLU,1,0
8233827847,9453716112,9453716112,5787,XLU,1,0
9896516196,4911549755,4911549755,5790,XPB,1,0
5454938175,1075502770,1075502770,5790,XPB,1,0
4730998183,8979387959,8979387959,5790,XPB,1,0
2201874390,8540752790,8540752790,5790,XPB,1,0
0380561491,4355326285,4355326285,5790,XPB,1,0
0380561491,4722444902,4722444902,5790,XPB,1,0
4261479125,6909152308,6909152308,5790,XPB,1,0
5505380959,7769134240,7769134240,5790,XPB,1,0
9394451212,6610929459,6610929459,50115,XTS,1,0
4770696081,6482854791,6482854791,50115,XTS,1,0
5904581332,6922257727,6922257727,50115,XTS,1,0
6943296722,0561919063,0561919063,50115,XTS,1,0
4656379642,9845344520,9845344520,50115,XTS,1,0
0461787844,1086726169,1086726169,50115,XTS,1,0
7353232620,5570575798,5570575798,50115,XTS,1,0
0057911907,4654918188,4654918188,50115,XTS,1,0
0158341926,1491806890,1491806890,50115,XTS,1,0
6279571740,5244948319,5244948319,50114,XPB,1,0
1969970247,4960301233,4960301233,50114,XPB,1,0
7933360729,8551015546,8551015546,50114,XPB,1,0
8726059674,5379291326,5379291326,50114,XPB,1,0
7308734179,8759204310,8759204310,50114,XPB,1,0
4135357628,0671567389,0671567389,50114,XPB,1,0
9010240967,9062368182,9062368182,50114,XPB,1,0
6908295227,7468558983,7468558983,50114,XPB,1,0
5497232818,4782864579,4782864579,50114,XPB,1,0
4544895880,1031074770,1031074770,5539,XTS,1,0
5225726612,2879276105,2879276105,5539,XTS,1,0
5410229898,0937836526,0937836526,5539,XTS,1,0
7343964294,8036968295,8036968295,5539,XTS,1,0
6455009409,4750940901,4750940901,5539,XTS,1,0
9123464986,6911096408,6911096408,5539,XTS,1,0
7762811381,6205147473,6205147473,5539,XTS,1,0
1475813630,7016156317,7016156317,5539,XTS,1,0
1793053216,9339978975,9339978975,5539,XTS,1,0
4348495486,2837972734,2837972734,5539,XTS,1,0
9355676455,1218216473,1218216473,5539,XTS,1,0
5257707138,1559588147,1559588147,50488,ZFQ,1,0
5545788714,7052159096,7052159096,50488,ZFQ,1,0
6381477590,3327914189,3327914189,50488,ZFQ,1,0
3469511134,6653881860,6653881860,50488,ZFQ,1,0
0608257100,5926640057,5926640057,50488,ZFQ,1,0
0608257100,2619909897,2619909897,50488,ZFQ,1,0
5309550400,0610026728,0610026728,50488,ZFQ,1,0
0018372132,2520266065,2520266065,50486,ZFQ,1,0
6964180548,5785084348,5785084348,50486,ZFQ,1,0
8277155792,8089067053,8089067053,50486,ZFQ,1,0
5466042280,9655633961,9655633961,50486,ZFQ,1,0
1623778156,1482218236,1482218236,5500,ZFJ,1,0
8870176220,5113577432,5113577432,5500,ZFJ,1,0
6699312820,6617468368,6617468368,5500,ZFJ,1,0
9375770413,4530111344,4530111344,5500,ZFJ,1,0
5644644882,6993770029,6993770029,5500,ZFJ,1,0
4004729661,3813703575,3813703575,5500,ZFJ,1,0
0496087755,2844138330,2844138330,5500,ZFJ,1,0
7032953691,5080861370,5080861370,5500,ZFJ,1,0
6352074194,9994521015,9994521015,5500,ZFJ,1,0
5912397097,3705415067,3705415067,5500,ZFJ,1,0
3854313533,4938896434,4938896434,50688,ZFQ,1,0
4364942602,5564584315,5564584315,50688,ZFQ,1,0
5612139737,8960220786,8960220786,50688,ZFQ,1,0
5612139737,4841624491,4841624491,50688,ZFQ,1,0
2036411978,9727956718,9727956718,50689,XRF,1,0
1321191248,2543883271,2543883271,50689,XRF,1,0
0139187704,2485222798,2485222798,50689,XRF,1,0
8540611552,6475616367,6475616367,50689,XRF,1,0
8540611552,3455506716,3455506716,50689,XRF,1,0
7604595359,0015833219,0015833219,50686,ZFQ,1,0
4747198764,6220198017,6220198017,50686,ZFQ,1,0
7320218525,3345909986,3345909986,50686,ZFQ,1,0
7788628629,7892905035,7892905035,50687,XRF,1,0
1381412261,9099079744,9099079744,50687,XRF,1,0
2320669422,6759001700,6759001700,50687,XRF,1,0
5772807031,8379902605,8379902605,50687,XRF,1,0
8755762314,8611977474,8611977474,50687,XRF,1,0
4386899270,2208176325,2208176325,50787,XTS,1,0
3487893792,7917507559,7917507559,50787,XTS,1,0
6350832035,6158583700,6158583700,50787,XTS,1,0
8558700024,4420963769,4420963769,50787,XTS,1,0
8403124882,2355483386,2355483386,50787,XTS,1,0
2304656297,2928308232,2928308232,50787,XTS,1,0
8438944084,6490613388,6490613388,50787,XTS,1,0
5537194976,8389530085,8389530085,50787,XTS,1,0
8703760683,1730687215,1730687215,50787,XTS,1,0
8703760683,4892571658,4892571658,50787,XTS,1,0
2036174829,6920030700,6920030700,50787,XTS,1,0
9003478804,2271419309,2271419309,50787,XTS,1,0
7892427736,8127770562,8127770562,50787,XTS,1,0
5504474754,1916418542,1916418542,50790,XPB,1,0
3929054412,0367661518,0367661518,50790,XPB,1,0
1370491417,9081427503,9081427503,50790,XPB,1,0
9934768676,6570470975,6570470975,50790,XPB,1,0
6681824968,8837796426,8837796426,50790,XPB,1,0
6681824968,3750933477,3750933477,50790,XPB,1,0
7936875215,5788406235,5788406235,50790,XPB,1,0
6813342194,8075036592,8075036592,50790,XPB,1,0
5135437135,1052012747,1052012747,50448,ESS,1,0
7792625346,6449629936,6449629936,50448,ESS,1,0
8662907156,0546587605,0546587605,50448,ESS,1,0
0135283834,9239175286,9239175286,50448,ESS,1,0
3952380539,7096363111,7096363111,50448,ESS,1,0
3952380539,7990545542,7990545542,50448,ESS,1,0
5739928431,8832587910,8832587910,50448,ESS,1,0
9956876379,6744230392,6744230392,50478,XPB,1,0
7206315346,3682990415,3682990415,50478,XPB,1,0
4932456626,7113647274,7113647274,50479,EPL,1,0
3902228161,5620911219,5620911219,50479,EPL,1,0
7821288975,1427140928,1427140928,5186,XPB,1,0
7821288975,9090774781,9090774781,5186,XPB,1,0
0005559577,6033730576,6033730576,5185,XGE,1,0
0005559577,0141841462,0141841462,5185,XGE,1,0
6470070935,5901301730,5901301730,5184,XPB,1,0
6671346628,3390499734,3390499734,5695,NCE,1,0
2267414214,4434053047,4434053047,5695,NCE,1,0
1744042023,0958817618,0958817618,5695,NCE,1,0
5786520208,5227092617,5227092617,7270,XYL,1,0
2672286725,1282950181,1282950181,7270,XYL,1,0
3082069741,1058406119,1058406119,7270,XYL,1,0
9618288075,4058488477,4058488477,7270,XYL,1,0
2903552597,9232769056,9232769056,7270,XYL,1,0
0978565567,6975789639,6975789639,7270,XYL,1,0
6049928895,3144917339,3144917339,7272,XYL,1,0
6390938613,7032786812,7032786812,7272,XYL,1,0
4569983794,2828826780,2828826780,7272,XYL,1,0
6165758664,6023570750,6023570750,7272,XYL,1,0
7501447508,9638837078,9638837078,7272,XYL,1,0
5717733953,0635992049,0635992049,7272,XYL,1,0
6150518358,3361661211,3361661211,7263,XGE,1,0
7989360556,1441178055,1441178055,7263,XGE,1,0
8963224663,0086279045,0086279045,7263,XGE,1,0
2328064519,1856945863,1856945863,7263,XGE,1,0
0122784845,6289921896,6289921896,7263,XGE,1,0
2693130843,0857577742,0857577742,7263,XGE,1,0
4151023238,2233435173,2233435173,7267,XGE,1,0
2067825151,7906078292,7906078292,7267,XGE,1,0
7944177013,1021595993,1021595993,7271,XGE,1,0
6747516187,2675235301,2675235301,7271,XGE,1,0
8520487320,3019027530,3019027530,7271,XGE,1,0
2361215333,5445999308,5445999308,7271,XGE,1,0
8797349920,8736768465,8736768465,7271,XGE,1,0
4575821866,0384260761,0384260761,7271,XGE,1,0
3682950513,0740223817,0740223817,7271,XGE,1,0
2573756101,5500557935,5500557935,7271,XGE,1,0
2374681467,9781180931,9781180931,7271,XGE,1,0
6657334316,9817849962,9817849962,7271,XGE,1,0
4926396674,3651630191,3651630191,50667,NCY,1,0
3955292959,4982229422,4982229422,50667,NCY,1,0
3658073844,0666354192,0666354192,50667,NCY,1,0
4350401577,9372338971,9372338971,50667,NCY,1,0
0577792458,0692199048,0692199048,50667,NCY,1,0
0389429455,7618660831,7618660831,50667,NCY,1,0
7670060184,5141009180,5141009180,80098,XYL,1,0
9639666627,7341305933,7341305933,80098,XYL,1,0
5716912939,9581727554,9581727554,50672,XYL,1,0
5786074255,2240892692,2240892692,50672,XYL,1,0
7161026683,3535026073,3535026073,50672,XYL,1,0
0737421943,3121832102,3121832102,50676,XYL,1,0
1869412347,0543458926,0543458926,50676,XYL,1,0
0630650095,2230031512,2230031512,50676,XYL,1,0
8504161367,4428810778,4428810778,50676,XYL,1,0
1940810548,9575752512,9575752512,50676,XYL,1,0
1839757173,7435031504,7435031504,50676,XYL,1,0
3273070180,9858277826,9858277826,50679,XGE,1,0
1456999448,8185670012,8185670012,50679,XGE,1,0
3313059818,9077297355,9077297355,50679,XGE,1,0
9623729115,3695560019,3695560019,50679,XGE,1,0
1296926848,8711728488,8711728488,50679,XGE,1,0
8006657693,5058547831,5058547831,50679,XGE,1,0
3992292257,9198565485,9198565485,50679,XGE,1,0
4510528399,8412673312,8412673312,50679,XGE,1,0
2489707474,6262687808,6262687808,50679,XGE,1,0
6929420377,6592893056,6592893056,50679,XGE,1,0
1107540440,3537157860,3537157860,50679,XGE,1,0
8019494795,9365919224,9365919224,80082,CMX,1,0
1249444327,3715748315,3715748315,80082,CMX,1,0
2964857878,6587226516,6587226516,80012,XYL,1,0
4434057509,4265049587,4265049587,80012,XYL,1,0
4382608319,2640501787,2640501787,50383,NAQ,1,0
1401386207,8933788011,8933788011,50383,NAQ,1,0
6664405392,6320868969,6320868969,50383,NAQ,1,0
3092387420,8639817413,8639817413,50383,NAQ,1,0
0832530717,2678900075,2678900075,50677,XGE,1,0
2573810967,6542248842,6542248842,50677,XGE,1,0
9446603071,6427216487,6427216487,50677,XGE,1,0
1870219787,9856207103,9856207103,50677,XGE,1,0
9212518964,2043357729,2043357729,50677,XGE,1,0
2778079681,5880845739,5880845739,50677,XGE,1,0
9826535036,3351133453,3351133453,7210,XYL,1,0
1003090163,1573225386,1573225386,7210,XYL,1,0
6198819102,0990408470,0990408470,7210,XYL,1,0
4647189968,5111243251,5111243251,7210,XYL,1,0
7892733578,8550003581,8550003581,7210,XYL,1,0
2358704376,7776116916,7776116916,7210,XYL,1,0
3739104488,4316105995,4316105995,7210,XYL,1,0
6416340354,8031128790,8031128790,7210,XYL,1,0
2271456126,8259900220,8259900220,7709,XLH,1,0
8096167184,4637823072,4637823072,7709,XLH,1,0
4989830237,4868137614,4868137614,7709,XLH,1,0
1324139416,6867252080,6867252080,7709,XLH,1,0
9058173861,6535309876,6535309876,7709,XLH,1,0
7757250603,7696777595,7696777595,7709,XLH,1,0
4195438820,2770084899,2770084899,7709,XLH,1,0
8667079291,1336554361,1336554361,7709,XLH,1,0
8175326505,7898951634,7898951634,7709,XLH,1,0
7352913843,7503878868,7503878868,7709,XLH,1,0
4432130803,5916963960,5916963960,7709,XLH,1,0
0967086663,5809931688,5809931688,7709,XLH,1,0
8409207749,1996835096,1996835096,7710,XPB,1,0
1577967849,9211423418,9211423418,7710,XPB,1,0
8228867313,2891166812,2891166812,7710,XPB,1,0
9389812506,9431521771,9431521771,7710,XPB,1,0
5280698310,9371758748,9371758748,7710,XPB,1,0
2681925640,4147793161,4147793161,7710,XPB,1,0
5066891219,0351031984,0351031984,7710,XPB,1,0
8128852962,6008942834,6008942834,7710,XPB,1,0
3844009956,3981518515,3981518515,7710,XPB,1,0
4557014607,6513166290,6513166290,7710,XPB,1,0
9029593875,1221370179,1221370179,7710,XPB,1,0
8943394188,4061589303,4061589303,7710,XPB,1,0
4249344973,7473262282,7473262282,87711,XLH,1,0
5370750308,2843439705,2843439705,87711,XLH,1,0
2296738287,7406937856,7406937856,87713,XLH,1,0
2824704423,3760674460,3760674460,87713,XLH,1,0
1867497763,4108969608,4108969608,87713,XLH,1,0
8369751415,2240563160,2240563160,87713,XLH,1,0
7015785528,9906438797,9906438797,87716,XPB,1,0
4038050212,7558651395,7558651395,87716,XPB,1,0
6792443571,4383192162,4383192162,87716,XPB,1,0
3415617070,9100511454,9100511454,87716,XPB,1,0
7699237471,9832061747,9832061747,7723,XLH,1,0
9484589331,2756642027,2756642027,7723,XLH,1,0
7243104701,6387297288,6387297288,7723,XLH,1,0
7290367498,1957810184,1957810184,7723,XLH,1,0
8065701578,9301848101,9301848101,7724,XPD,1,0
4014534528,6239574301,6239574301,7724,XPD,1,0
2759006597,5479177545,5479177545,7724,XPD,1,0
5542358933,7053884946,7053884946,7724,XPD,1,0
0284106636,3134133127,3134133127,7725,XLH,1,0
3865178496,3689597751,3689597751,7725,XLH,1,0
7725572721,8830647546,8830647546,7725,XLH,1,0
4856997287,2803660364,2803660364,7725,XLH,1,0
5334317605,7043348084,7043348084,7725,XLH,1,0
4859403678,7698693498,7698693498,7725,XLH,1,0
0392408791,8183998072,8183998072,7725,XLH,1,0
4465875211,4094672489,4094672489,7725,XLH,1,0
0053360123,6839641930,6839641930,7725,XLH,1,0
0836713714,5140929911,5140929911,7725,XLH,1,0
7729681122,1395929102,1395929102,7725,XLH,1,0
7921790620,7584479106,7584479106,7725,XLH,1,0
6476284989,8035345461,8035345461,7725,XLH,1,0
7394448361,0649928362,0649928362,7725,XLH,1,0
0406167777,9772414250,9772414250,7726,XPB,1,0
7233824665,4552880346,4552880346,7726,XPB,1,0
8453219991,8081114959,8081114959,7726,XPB,1,0
4261144469,3734122654,3734122654,7726,XPB,1,0
0846567335,3652156012,3652156012,7726,XPB,1,0
9093993459,2930106167,2930106167,7726,XPB,1,0
2831609285,9354418536,9354418536,7726,XPB,1,0
3371520152,7083923794,7083923794,7726,XPB,1,0
2765291288,4367930375,4367930375,7726,XPB,1,0
1364361889,6021619155,6021619155,7726,XPB,1,0
4043971626,9255611055,9255611055,7726,XPB,1,0
2225600917,2932275768,2932275768,7726,XPB,1,0
3571774019,7151126973,7151126973,7726,XPB,1,0
2098931262,0527061273,0527061273,7726,XPB,1,0
1463156759,4131353671,4131353671,7733,XLH,1,0
1775285961,1430817392,1430817392,7733,XLH,1,0
0274182761,9789862351,9789862351,7733,XLH,1,0
6935572270,1724065735,1724065735,7733,XLH,1,0
6078482181,4301182748,4301182748,7734,CDG,1,0
0442341310,1628777908,1628777908,7734,CDG,1,0
4373874832,8619607302,8619607302,7734,CDG,1,0
7567572786,8087906154,8087906154,7734,CDG,1,0
5104944082,1454939369,1454939369,7735,XLH,1,0
3442212904,6376295453,6376295453,7735,XLH,1,0
5866898034,3726984729,3726984729,7735,XLH,1,0
2733335623,7898073073,7898073073,7735,XLH,1,0
2984133724,9046244731,9046244731,7736,CDG,1,0
1114053107,2892971198,2892971198,7736,CDG,1,0
9984738868,1083535524,1083535524,7736,CDG,1,0
7009753979,5505003148,5505003148,7736,CDG,1,0
2431464746,9014973392,9014973392,7745,XLH,1,0
3283155897,2279823934,2279823934,7745,XLH,1,0
4944186526,3324899602,3324899602,7745,XLH,1,0
6966185873,7658810573,7658810573,7745,XLH,1,0
0094824251,4555833179,4555833179,7746,XPB,1,0
3996962206,9056803619,9056803619,7746,XPB,1,0
9173136241,7557374696,7557374696,7746,XPB,1,0
0714499233,5652056673,5652056673,7746,XPB,1,0
2613787115,5672790003,5672790003,7753,XLH,1,0
7903510199,4620372152,4620372152,7753,XLH,1,0
2749045760,5489299869,5489299869,7753,XLH,1,0
2822953724,5163996527,5163996527,7753,XLH,1,0
6224837093,4634434487,4634434487,7754,XPB,1,0
0234656537,5522806584,5522806584,7754,XPB,1,0
3357843071,7940971131,7940971131,7754,XPB,1,0
9371603886,3490282268,3490282268,7754,XPB,1,0
4054925087,1219164153,1219164153,3133,XBC,1,0
4054925087,9716575028,9716575028,3133,XBC,1,0
4614858632,9770332610,9770332610,3134,XPB,1,0
4614858632,6231685141,6231685141,3134,XPB,1,0
7906762934,6878891506,6878891506,3134,XPB,1,0
6389495685,0906548964,0906548964,3614,ZFQ,1,0
2362975984,4473889940,4473889940,3614,ZFQ,1,0
3294195648,4130923470,4130923470,3614,ZFQ,1,0
8049826476,6226177323,6226177323,3614,ZFQ,1,0
9324894399,5657248337,5657248337,3614,ZFQ,1,0
2046990736,7608038712,7608038712,3614,ZFQ,1,0
8283404712,0428537783,0428537783,3614,ZFQ,1,0
0366008491,9059434791,9059434791,3614,ZFQ,1,0
6916196790,2168707482,2168707482,3614,ZFQ,1,0
0535586558,5289457292,5289457292,3614,ZFQ,1,0
7475374597,6591634012,6591634012,3614,ZFQ,1,0
9755815548,9945267805,9945267805,3615,XBC,1,0
5913243308,0857205012,0857205012,3615,XBC,1,0
6807836923,6126746282,6126746282,3615,XBC,1,0
2603971231,3063150256,3063150256,3615,XBC,1,0
5728805262,5302719308,5302719308,3615,XBC,1,0
4284234408,8482858945,8482858945,3615,XBC,1,0
6364281428,7001659653,7001659653,3615,XBC,1,0
5711387436,7834383154,7834383154,3615,XBC,1,0
0258100260,6969123271,6969123271,3615,XBC,1,0
3056486715,2200985693,2200985693,3158,XPB,1,0
3056486715,1748751774,1748751774,3158,XPB,1,0
2883170111,0255412445,0255412445,3158,XPB,1,0
3537755403,2446516486,2446516486,3160,XPB,1,0
4638285584,1638520488,1638520488,3160,XPB,1,0
8517805198,7871970267,7871970267,3160,XPB,1,0
8885563387,3504617631,3504617631,3160,XPB,1,0
9420141264,6373005993,6373005993,3160,XPB,1,0
9420141264,3187092314,3187092314,3160,XPB,1,0
4055886383,5598947863,5598947863,3160,XPB,1,0
8011337625,1106799654,1106799654,50316,XGE,1,0
4829457143,7618469041,7618469041,50316,XGE,1,0
4858813671,7279885108,7279885108,50316,XGE,1,0
4587998104,5047155551,5047155551,50316,XGE,1,0
8468317205,7135630438,7135630438,50316,XGE,1,0
9786225815,0346313533,0346313533,50316,XGE,1,0
6980684414,3426331795,3426331795,50308,XYL,1,0
8643996727,5733938114,5733938114,50308,XYL,1,0
5043677685,1564170671,1564170671,50282,XYL,1,0
2461577304,0458157566,0458157566,50282,XYL,1,0
3780790976,4447137762,4447137762,50282,XYL,1,0
1196010681,9042111878,9042111878,50282,XYL,1,0
6315145672,3363181355,3363181355,50282,XYL,1,0
5047528855,2402888073,2402888073,50282,XYL,1,0
4415585961,2351972388,2351972388,50283,XGE,1,0
9839525902,8522601043,8522601043,50283,XGE,1,0
9281658306,3993636879,3993636879,50283,XGE,1,0
7389185148,1244451180,1244451180,50283,XGE,1,0
1530938006,6977211196,6977211196,50283,XGE,1,0
3573800956,3420807235,3420807235,50283,XGE,1,0
1016597474,0523831365,0523831365,80014,XYL,1,0
7979890887,2245173218,2245173218,80014,XYL,1,0
8332411924,4439956788,4439956788,80011,CMX,1,0
7774633762,6956879957,6956879957,80011,CMX,1,0
2724969343,2480147164,2480147164,50380,XPB,1,0
8520879964,3290737630,3290737630,50380,XPB,1,0
0486418384,8892330934,8892330934,50380,XPB,1,0
0587650372,8489703727,8489703727,50380,XPB,1,0
8579394857,0982413455,0982413455,3127,XBC,1,0
9942097031,8860708687,8860708687,3127,XBC,1,0
2440552000,4531707020,4531707020,3127,XBC,1,0
4912260753,1892115783,1892115783,3127,XBC,1,0
1593668604,2996844239,2996844239,3127,XBC,1,0
1593668604,8854676361,8854676361,3127,XBC,1,0
1584545898,1475456983,1475456983,3127,XBC,1,0
7155777219,6205360261,6205360261,3127,XBC,1,0
9618733711,4819097788,4819097788,3127,XBC,1,0
4716861781,1308023085,1308023085,3128,ZFQ,1,0
9666873500,2520624682,2520624682,3128,ZFQ,1,0
2391908454,7697518287,7697518287,3128,ZFQ,1,0
4079175186,8691018421,8691018421,3128,ZFQ,1,0
4187114173,8752033554,8752033554,3128,ZFQ,1,0
2020573104,3400559994,3400559994,3128,ZFQ,1,0
5535089814,9598620620,9598620620,3128,ZFQ,1,0
8198191540,0690764075,0690764075,3128,ZFQ,1,0
4009007077,9377195649,9377195649,3128,ZFQ,1,0
4009007077,3085376785,3085376785,3128,ZFQ,1,0
9210980835,8434414417,8434414417,3128,ZFQ,1,0
6337806826,8677084212,8677084212,3140,XPB,1,0
8703899598,6646258906,6646258906,3140,XPB,1,0
7254974442,2798719842,2798719842,3141,XBC,1,0
5054356434,8125297515,8125297515,3141,XBC,1,0
3577207742,0593031927,0593031927,5807,XRF,1,0
7540185567,4488316368,4488316368,5807,XRF,1,0
7550701255,4250721659,4250721659,5807,XRF,1,0
4800472198,7981634162,7981634162,5807,XRF,1,0
2432995082,6847697494,6847697494,5807,XRF,1,0
2432995082,6357461657,6357461657,5807,XRF,1,0
9504551121,6320566243,6320566243,5807,XRF,1,0
0002454304,9165211403,9165211403,5807,XRF,1,0
6795759772,1948769908,1948769908,50637,XTS,1,0
1925916766,4389003541,4389003541,50634,XDB,1,0
0582239975,6809492178,6809492178,1407,ZYR,1,0
8874652572,1239790034,1239790034,1407,ZYR,1,0
9468720029,2709535872,2709535872,1407,ZYR,1,0
8463840038,8481331315,8481331315,1407,ZYR,1,0
1119908321,1732175408,1732175408,1407,ZYR,1,0
4763776469,6541708411,6541708411,1407,ZYR,1,0
1906572634,6934788774,6934788774,1407,ZYR,1,0
1643119840,8279830073,8279830073,1407,ZYR,1,0
6877184536,2941894559,2941894559,1407,ZYR,1,0
5127208666,8671825095,8671825095,1407,ZYR,1,0
1164667335,9203023957,9203023957,1407,ZYR,1,0
9715040669,1573885118,1573885118,50336,XPB,1,0
3433587572,5523870252,5523870252,50336,XPB,1,0
1720015347,7426938169,7426938169,50336,XPB,1,0
8183089242,7592878118,7592878118,50336,XPB,1,0
7276857414,8098080898,8098080898,50336,XPB,1,0
8998692506,0113947239,0113947239,50336,XPB,1,0
0060378019,7465133958,7465133958,1563,XAM,1,0
0774581957,7893050669,7893050669,1563,XAM,1,0
2955624688,4128622931,4128622931,1657,XAM,1,0
3786846536,7940938722,7940938722,1657,XAM,1,0
8357664088,7077385279,7077385279,1661,XAM,1,0
5731421076,6231586737,6231586737,1661,XAM,1,0
9785386255,2932739084,2932739084,1661,XAM,1,0
3139941907,2988248082,2988248082,1661,XAM,1,0
9964697245,3701622509,3701622509,1661,XAM,1,0
9617018008,3142829944,3142829944,1661,XAM,1,0
7699049141,4001718071,4001718071,1661,XAM,1,0
2673888234,0785257394,0785257394,1661,XAM,1,0
7420745397,8693695386,8693695386,1661,XAM,1,0
7727205833,8495618158,8495618158,1661,XAM,1,0
9034331853,0865498567,0865498567,1608,XPB,1,0
2590049484,5226484554,5226484554,1608,XPB,1,0
1513373993,9397158831,9397158831,1608,XPB,1,0
3946774026,3392429776,3392429776,1608,XPB,1,0
6145677598,1836301042,1836301042,1608,XPB,1,0
6145677598,6335528922,6335528922,1608,XPB,1,0
2093154249,5646528283,5646528283,1608,XPB,1,0
0960081583,7658751307,7658751307,1608,XPB,1,0
8909802305,2061094280,2061094280,1608,XPB,1,0
2489082320,7307730129,7307730129,1608,XPB,1,0
7565578525,5459867291,5459867291,1608,XPB,1,0
6940040339,9486472738,9486472738,1608,XPB,1,0
2337340627,6998641981,6998641981,1608,XPB,1,0
4532523231,3014229079,3014229079,1660,XPB,1,0
6500129378,6750879417,6750879417,1660,XPB,1,0
2895792602,0025692579,0025692579,1660,XPB,1,0
3410148507,7071649870,7071649870,1660,XPB,1,0
8373532747,3633024502,3633024502,1660,XPB,1,0
4377943502,0044909353,0044909353,1660,XPB,1,0
2461129526,1336274696,1336274696,1660,XPB,1,0
7957623667,1377531190,1377531190,1660,XPB,1,0
4839839933,5504713195,5504713195,1660,XPB,1,0
8252988656,5110489010,5110489010,1660,XPB,1,0
3665296593,5316033892,5316033892,5709,XLM,1,0
3665296593,9301931819,9301931819,5709,XLM,1,0
1786246196,2697183913,2697183913,5709,XLM,1,0
3329458210,6803690995,6803690995,5141,ZFJ,1,0
0912546535,1403295844,1403295844,5141,ZFJ,1,0
9141742467,6269366694,6269366694,1603,XAM,1,0
5888865129,4121318136,4121318136,1603,XAM,1,0
7455972273,8346400225,8346400225,1603,XAM,1,0
5844334473,2015094077,2015094077,1603,XAM,1,0
5844334473,2047055588,2047055588,1603,XAM,1,0
3426966148,1314235395,1314235395,50449,XPB,1,0
